noise,true_class,score
0.2,0,7531.729732430931
0.2,0,9995.642075842326
0.2,0,8647.417098867283
0.2,0,11006.544550664272
0.2,0,9216.039925958416
0.2,0,11333.81759089901
0.2,0,10525.784641041691
0.2,0,9602.733469693609
0.2,0,12392.562594203991
0.2,0,6635.256554023099
0.2,0,13378.816991934764
0.2,0,11012.079942237044
0.2,0,8803.123008543122
0.2,0,7828.39181517799
0.2,0,9169.504882954408
0.2,0,7681.670752151392
0.2,0,8607.238450116138
0.2,0,8409.206739177782
0.2,0,8703.88223476037
0.2,0,12715.29525015165
0.2,0,9275.453938398385
0.2,0,10144.156255021127
0.2,0,11879.767857191222
0.2,0,10628.967335505364
0.2,0,11389.728798031716
0.2,0,15940.431504378656
0.2,0,10416.878946956342
0.2,0,10235.021071616404
0.2,0,8811.651733478719
0.2,0,10475.175115932854
0.2,0,8639.493906146377
0.2,0,9463.890025796949
0.2,0,11117.415337687422
0.2,0,7561.649894925531
0.2,0,16342.88913951686
0.2,0,8452.133825840941
0.2,0,10195.34020148538
0.2,0,11621.782126599446
0.2,0,9699.75342360215
0.2,0,8964.40988474526
0.2,0,9681.881462660695
0.2,0,10943.769383948726
0.2,0,7261.543919661567
0.2,0,8270.319352276872
0.2,0,9984.937801847624
0.2,0,7224.364497344945
0.2,0,11354.00855405979
0.2,0,10360.30174499455
0.2,0,10919.186393253221
0.2,0,7693.851651551285
0.2,0,9976.791141675461
0.2,0,7640.250041024034
0.2,0,14240.870764479676
0.2,0,9033.828313436412
0.2,0,6720.430290339171
0.2,0,8641.679581524722
0.2,0,11085.023253232926
0.2,0,8922.363520419145
0.2,0,7711.876358376254
0.2,0,11631.469646411484
0.2,0,12566.777173144734
0.2,0,8804.724736377175
0.2,0,8488.11384475292
0.2,0,10255.667424022635
0.2,0,13340.654694952074
