time,tech_level,jolt_effect,governance_effect,risk
75.0,0.00821902504375224,9.07998595249697e-06,4.943999809159306,2.095314968301873e-09
76.0,0.0008704706823817123,5.507289869949432e-06,5.0159998084004265,2.0647450911406314e-09
77.0,0.0,3.340340158049132e-06,5.087999807645259,2.0611536181902037e-09
78.0,0.000917607765355023,2.0260187197261423e-06,5.159999806884913,2.064939752437216e-09
79.0,0.0,1.228842470665642e-06,5.231999806123785,2.0611536181902037e-09
80.0,0.0,7.453306344157342e-07,5.303999805378263,2.0611536181902037e-09
81.0,0.003571125715117464,4.5206588139621087e-07,5.375999804645571,2.075927592452689e-09
82.0,0.014778940447415161,2.741918172768169e-07,5.447999803876313,2.1229862705973163e-09
83.0,0.0,1.663057438207136e-07,5.51999980314039,2.0611536181902037e-09
84.0,0.0,1.0086953251357761e-07,5.591999802384772,2.0611536181902037e-09
85.0,0.0,6.118046410036516e-08,5.663999801623534,2.0611536181902037e-09
86.0,0.009154021177020742,3.710782725231957e-08,5.735999800872588,2.099236856888136e-09
87.0,0.0032875110965968446,2.2507034943851826e-08,5.807999800151553,2.0747503995313954e-09
88.0,0.0,1.365120675266974e-08,5.879999799388113,2.0611536181902037e-09
89.0,0.005132674331133561,8.279875437570334e-09,5.951999798671184,2.0824210507299036e-09
90.0,0.0009707754934804039,5.021998311487964e-09,6.023999797910792,2.0651593404222508e-09
91.0,0.009686449905328893,3.045995948942526e-09,6.095999797180754,2.1014734355110676e-09
92.0,0.0,1.8474899323941189e-09,6.167999796429659,2.0611536181902037e-09
93.0,0.0,1.1205592875074536e-09,6.2399997956780195,2.0611536181902037e-09
94.0,0.0,6.796535638990142e-10,6.31199979492811,2.0611536181902037e-09
95.0,0.0,4.122307244877116e-10,6.38399979417488,2.0611536181902037e-09
96.0,0.0029612027706457608,2.5003057327734854e-10,6.455999793419804,2.0733968246057385e-09
97.0,0.002610552721798893,1.5165120855823815e-10,6.527999792673073,2.0719432609648378e-09
98.0,5.11345664246089e-05,9.198110757304634e-11,6.599999791952479,2.061364421362116e-09
99.0,0.0,5.5789361857378497e-11,6.671999791192663,2.0611536181902037e-09
100.0,0.0,3.383795845230261e-11,6.743999790440809,2.0611536181902037e-09
